State,Year,CCI
Colorado,1990,3.0267627
Colorado,1991,3.8603504
Colorado,1992,1.9301752
Colorado,1993,0
Colorado,1994,0
Colorado,1995,0
Colorado,1996,0
Colorado,1997,0
Colorado,1998,0.50390905
Colorado,1999,0.24654043
Colorado,2000,0.6933338
Colorado,2001,4.9709764
Colorado,2002,3.563149
Colorado,2003,1.5456872
Colorado,2004,1.74863
Colorado,2005,2.3748405
Colorado,2006,0.84738225
Colorado,2007,0.62449652
Colorado,2008,0.81804109
Colorado,2009,2.8156607
Colorado,2010,1.1930327
Colorado,2011,1.1726079
Colorado,2012,1.734913
Colorado,2013,0.56943607
Colorado,2014,0.37342206
Colorado,2015,0
Connecticut,1976,0
Connecticut,1977,1.6203674
Connecticut,1978,1.2938159
Connecticut,1979,1.2920231
Connecticut,1980,2.2525566
Connecticut,1981,0
Connecticut,1982,1.2742871
Connecticut,1983,4.7433081
Connecticut,1984,2.5157154
Connecticut,1985,2.1867278
Connecticut,1986,2.171391
Connecticut,1987,2.7715418
Connecticut,1988,4.5844221
Connecticut,1989,3.6547482
Connecticut,1990,2.4323058
Connecticut,1991,1.2163082
Connecticut,1992,3.0534351
Connecticut,1993,0.91678077
Connecticut,1994,4.8954368
Connecticut,1995,2.4500122
Connecticut,1996,1.530442
Connecticut,1997,1.2237992
Connecticut,1998,1.8334271
Connecticut,1999,2.4375157
Connecticut,2000,2.3448172
Connecticut,2001,4.0782676
Connecticut,2002,0.86736536
Connecticut,2003,3.4439807
Connecticut,2004,2.2882707
Connecticut,2005,6.843534
Connecticut,2006,3.1272566
Connecticut,2007,4.8195915
Connecticut,2008,1.4102066
Connecticut,2009,0.56151229
Connecticut,2010,1.1191629
Connecticut,2011,0
Connecticut,2012,2.228195
Connecticut,2013,3.6150475
Connecticut,2014,3.6144445
Connecticut,2015,1.673766225
Delaware,1976,5.0833154
Delaware,1977,0
Delaware,1978,1.6813053
Delaware,1979,0
Delaware,1980,0
Delaware,1981,1.6779227
Delaware,1982,1.6690367
Delaware,1983,1.6516422
Delaware,1984,4.9054475
Delaware,1985,0
Delaware,1986,4.780427
Delaware,1987,1.5699893
Delaware,1988,3.0882213
Delaware,1989,1.5191265
Delaware,1990,0
Delaware,1991,0
Delaware,1992,0
Delaware,1993,11.437149
Delaware,1994,1.4116
Delaware,1995,0
Delaware,1996,0
Delaware,1997,1.3604997
Delaware,1998,5.3758674
Delaware,1999,2.6541462
Delaware,2000,1.2716612
Delaware,2001,10.054053
Delaware,2002,8.6830425
Delaware,2003,3.6674683
Delaware,2004,6.0182738
Delaware,2005,2.3664439
Delaware,2006,8.1464691
Delaware,2007,5.7355957
Delaware,2008,7.9196811
Delaware,2009,1.1214157
Delaware,2010,1.1136676
Delaware,2011,2.2047436
Delaware,2012,3.2712095
Delaware,2013,5.401032
Delaware,2014,1.0688169
Delaware,2015,1.059236756
Florida,1976,0.57687557
Florida,1977,0.1129155
Florida,1978,0.87892479
Florida,1979,0.10608774
Florida,1980,1.8468509
Florida,1981,0.9810847
Florida,1982,0.47749108
Florida,1983,2.0465307
Florida,1984,3.3514795
Florida,1985,1.4095551
Florida,1986,1.5427469
Florida,1987,3.1673794
Florida,1988,3.4941168
Florida,1989,6.4093943
Florida,1990,5.3770046
Florida,1991,3.6118741
Florida,1992,3.5542917
Florida,1993,3.1355734
Florida,1994,4.0109444
Florida,1995,4.8641562
Florida,1996,4.1588974
Florida,1997,3.6776474
Florida,1998,6.4394093
Florida,1999,8.8675947
Florida,2000,6.6677051
Florida,2001,5.8690467
Florida,2002,3.1756685
Florida,2003,3.234514
Florida,2004,5.1678696
Florida,2005,2.3539963
Florida,2006,4.6237683
Florida,2007,3.7565739
Florida,2008,3.5623107
Florida,2009,3.6992161
Florida,2010,2.7657661
Florida,2011,2.0989113
Florida,2012,3.2095084
Florida,2013,2.5060222
Florida,2014,3.3679681
Florida,2015,4.099795139
Georgia,1976,2.9223759
Georgia,1977,1.9158189
Georgia,1978,1.3218147
Georgia,1979,1.1108272
Georgia,1980,1.2813238
Georgia,1981,1.9754505
Georgia,1982,1.7699773
Georgia,1983,6.6337886
Georgia,1984,4.6272888
Georgia,1985,3.8573389
Georgia,1986,5.9165082
Georgia,1987,3.7046165
Georgia,1988,6.96628
Georgia,1989,7.6429944
Georgia,1990,5.2255197
Georgia,1991,6.1921563
Georgia,1992,3.1067524
Georgia,1993,3.916398
Georgia,1994,5.2512808
Georgia,1995,4.45153
Georgia,1996,2.3185306
Georgia,1997,5.8775678
Georgia,1998,1.309497
Georgia,1999,1.4123858
Georgia,2000,0.24309312
Georgia,2001,2.8649738
Georgia,2002,3.8785839
Georgia,2003,2.4354067
Georgia,2004,1.4824529
Georgia,2005,3.5850646
Georgia,2006,0.9829824
Georgia,2007,0.85561591
Georgia,2008,2.8406579
Georgia,2009,2.5985229
Georgia,2010,3.8192956
Georgia,2011,4.4828382
Georgia,2012,4.2338924
Georgia,2013,2.7021158
Georgia,2014,3.2682004
Georgia,2015,3.333530077
Hawaii,1976,0
Hawaii,1977,0
Hawaii,1978,0
Hawaii,1979,0
Hawaii,1980,0
Hawaii,1981,0
Hawaii,1982,3.01878
Hawaii,1983,2
Hawaii,1984,6
Hawaii,1985,0
Hawaii,1986,0
Hawaii,1987,3.63636
Hawaii,1988,5.45455
Hawaii,1989,0
Hawaii,1990,5.45455
Hawaii,1991,1.81818
Hawaii,1992,0.909091
Hawaii,1993,5.83333
Hawaii,1994,7.5
Hawaii,1995,5
Hawaii,1996,3.33333
Hawaii,1997,3.33333
Hawaii,1998,5
Hawaii,1999,1.66667
Hawaii,2000,2.5
Hawaii,2001,1.66667
Hawaii,2002,8.33333
Hawaii,2003,3.07692
Hawaii,2004,10.7692
Hawaii,2005,33.8462
Hawaii,2006,3.84615
Hawaii,2007,0.769231
Hawaii,2008,1.53846
Hawaii,2009,0.769231
Hawaii,2010,0
Hawaii,2011,2.14286
Hawaii,2012,1.42857
Hawaii,2013,0
Hawaii,2014,2.824162689
Hawaii,2015,3.508385392
Idaho,1976,0
Idaho,1977,0
Idaho,1978,0
Idaho,1979,0
Idaho,1980,0
Idaho,1981,0
Idaho,1982,0
Idaho,1983,2.0369315
Idaho,1984,2.0184915
Idaho,1985,1.0059845
Idaho,1986,6.0592351
Idaho,1987,4.060926
Idaho,1988,2.029089
Idaho,1989,1.0056154
Idaho,1990,0.98825949
Idaho,1991,0
Idaho,1992,1.8753105
Idaho,1993,2.7243009
Idaho,1994,0
Idaho,1995,6.0085835
Idaho,1996,3.3678255
Idaho,1997,2.4780281
Idaho,1998,5.6868033
Idaho,1999,3.9945674
Idaho,2000,3.847841
Idaho,2001,3.0303948
Idaho,2002,5.2224388
Idaho,2003,2.9338849
Idaho,2004,2.1554821
Idaho,2005,0.70016241
Idaho,2006,0.68088818
Idaho,2007,0.66440767
Idaho,2008,0.6517545
Idaho,2009,0.64331847
Idaho,2010,0
Idaho,2011,1.8927684
Idaho,2012,3.7600346
Idaho,2013,2.481174
Idaho,2014,0.61182284
Idaho,2015,1.815070897
Illinois,1976,0.44080439
Illinois,1977,0
Illinois,1978,2.4534287
Illinois,1979,2.7200618
Illinois,1980,2.3629284
Illinois,1981,3.0585048
Illinois,1982,1.7507923
Illinois,1983,1.8406844
Illinois,1984,7.0977297
Illinois,1985,3.9474378
Illinois,1986,3.4248681
Illinois,1987,2.809186
Illinois,1988,10.798757
Illinois,1989,8.939683
Illinois,1990,7.3381672
Illinois,1991,1.6470181
Illinois,1992,4.727035
Illinois,1993,7.5899711
Illinois,1994,6.7767897
Illinois,1995,8.4981785
Illinois,1996,7.1111856
Illinois,1997,5.328227
Illinois,1998,5.5510449
Illinois,1999,4.9470663
Illinois,2000,4.7449775
Illinois,2001,2.4022293
Illinois,2002,2.3950949
Illinois,2003,4.7785921
Illinois,2004,2.5417402
Illinois,2005,5.8684049
Illinois,2006,3.005378
Illinois,2007,3.4656858
Illinois,2008,4.3931904
Illinois,2009,4.532383
Illinois,2010,4.0528111
Illinois,2011,3.1858764
Illinois,2012,3.4173961
Illinois,2013,5.3562694
Illinois,2014,2.2514479
Illinois,2015,2.025072422
Indiana,1976,0.74224037
Indiana,1977,1.6587905
Indiana,1978,0.9140417
Indiana,1979,0.54533851
Indiana,1980,2.549989
Indiana,1981,0.72986841
Indiana,1982,1.0973094
Indiana,1983,0
Indiana,1984,1.2824459
Indiana,1985,2.3812969
Indiana,1986,3.1169155
Indiana,1987,4.5678701
Indiana,1988,2.9134717
Indiana,1989,5.4311519
Indiana,1990,2.7002213
Indiana,1991,1.4280461
Indiana,1992,0.70813382
Indiana,1993,1.9291612
Indiana,1994,2.4366345
Indiana,1995,2.0718875
Indiana,1996,2.9134982
Indiana,1997,3.065202
Indiana,1998,1.1849103
Indiana,1999,1.5144122
Indiana,2000,1.8056853
Indiana,2001,0.97915059
Indiana,2002,0.97466362
Indiana,2003,3.2275555
Indiana,2004,2.7274141
Indiana,2005,2.2297893
Indiana,2006,1.4212015
Indiana,2007,3.7619913
Indiana,2008,2.1790528
Indiana,2009,2.7866666
Indiana,2010,1.8507665
Indiana,2011,0.92068034
Indiana,2012,4.8949647
Indiana,2013,3.5002816
Indiana,2014,3.4865124
Indiana,2015,0.756113023
Iowa,1976,0.34446174
Iowa,1977,0
Iowa,1978,0
Iowa,1979,0.34296611
Iowa,1980,0
Iowa,1981,0.34388131
Iowa,1982,0
Iowa,1983,0.3483665
Iowa,1984,1.0494574
Iowa,1985,2.1203811
Iowa,1986,4.2980404
Iowa,1987,1.4456037
Iowa,1988,2.5285454
Iowa,1989,3.2484055
Iowa,1990,3.59742
Iowa,1991,2.14959
Iowa,1992,1.4250495
Iowa,1993,3.190901
Iowa,1994,1.060288
Iowa,1995,1.4080243
Iowa,1996,0.70213133
Iowa,1997,0.35033631
Iowa,1998,1.3981028
Iowa,1999,0.69700742
Iowa,2000,0
Iowa,2001,0
Iowa,2002,1.0224147
Iowa,2003,3.0591435
Iowa,2004,0.67713058
Iowa,2005,1.3493228
Iowa,2006,0.67054689
Iowa,2007,3.0007901
Iowa,2008,2.9833627
Iowa,2009,1.3188828
Iowa,2010,3.6108787
Iowa,2011,0.97965264
Iowa,2012,1.3011558
Iowa,2013,0.97074187
Iowa,2014,2.5747232
Iowa,2015,1.921846818
Kansas,1976,3.9113429
Kansas,1977,1.723655
Kansas,1978,0
Kansas,1979,1.2761016
Kansas,1980,0
Kansas,1981,2.935195
Kansas,1982,0
Kansas,1983,1.2419635
Kansas,1984,3.7127335
Kansas,1985,3.7076554
Kansas,1986,4.1107941
Kansas,1987,2.8625524
Kansas,1988,3.6555645
Kansas,1989,2.4263501
Kansas,1990,0
Kansas,1991,0.40076786
Kansas,1992,0
Kansas,1993,1.9626315
Kansas,1994,4.2816219
Kansas,1995,1.1596713
Kansas,1996,0.38487148
Kansas,1997,1.1466399
Kansas,1998,1.1369364
Kansas,1999,2.2606959
Kansas,2000,2.9699147
Kansas,2001,1.8503716
Kansas,2002,2.2111421
Kansas,2003,0
Kansas,2004,1.8285748
Kansas,2005,1.0927768
Kansas,2006,0
Kansas,2007,0.71844757
Kansas,2008,1.7805761
Kansas,2009,1.4120803
Kansas,2010,1.7524675
Kansas,2011,3.1345341
Kansas,2012,2.7720892
Kansas,2013,1.3821892
Kansas,2014,1.377401
Kansas,2015,0.688060533
Kentucky,1976,1.7000731
Kentucky,1977,1.6789368
Kentucky,1978,1.9390689
Kentucky,1979,1.9221264
Kentucky,1980,3.2779899
Kentucky,1981,1.9071543
Kentucky,1982,2.4433615
Kentucky,1983,0.27067408
Kentucky,1984,1.8942213
Kentucky,1985,1.3532423
Kentucky,1986,4.8809457
Kentucky,1987,2.7149346
Kentucky,1988,2.7173913
Kentucky,1989,3.2632549
Kentucky,1990,6.4995208
Kentucky,1991,3.2304177
Kentucky,1992,0.26621518
Kentucky,1993,3.6917007
Kentucky,1994,4.7080731
Kentucky,1995,3.6314118
Kentucky,1996,4.8955822
Kentucky,1997,3.8384573
Kentucky,1998,3.5584385
Kentucky,1999,6.3118243
Kentucky,2000,6.1743336
Kentucky,2001,4.1788239
Kentucky,2002,6.6016607
Kentucky,2003,6.3150172
Kentucky,2004,6.7533345
Kentucky,2005,3.3470883
Kentucky,2006,6.3992567
Kentucky,2007,9.1620913
Kentucky,2008,6.526989
Kentucky,2009,9.4971819
Kentucky,2010,7.8352389
Kentucky,2011,8.6969261
Kentucky,2012,7.3052354
Kentucky,2013,3.412744
Kentucky,2014,1.5860572
Kentucky,2015,2.938111396
Louisiana,1976,0.25312611
Louisiana,1977,0.24909951
Louisiana,1978,1.4747159
Louisiana,1979,4.3502746
Louisiana,1980,2.6153736
Louisiana,1981,3.7354376
Louisiana,1982,1.3784833
Louisiana,1983,5.4603534
Louisiana,1984,2.0452313
Louisiana,1985,2.2685409
Louisiana,1986,3.4037378
Louisiana,1987,3.6831141
Louisiana,1988,6.9948659
Louisiana,1989,7.0540266
Louisiana,1990,13.746747
Louisiana,1991,2.3579621
Louisiana,1992,1.1707271
Louisiana,1993,8.1685047
Louisiana,1994,8.1272497
Louisiana,1995,4.6210933
Louisiana,1996,11.063068
Louisiana,1997,8.9626532
Louisiana,1998,8.9392958
Louisiana,1999,5.0319757
Louisiana,2000,5.1432509
Louisiana,2001,7.1462388
Louisiana,2002,6.6707134
Louisiana,2003,5.5297012
Louisiana,2004,6.5901623
Louisiana,2005,8.3030529
Louisiana,2006,11.388277
Louisiana,2007,9.5987272
Louisiana,2008,8.7925167
Louisiana,2009,9.7959547
Louisiana,2010,12.132255
Louisiana,2011,11.147931
Louisiana,2012,9.1266851
Louisiana,2013,10.809712
Louisiana,2014,6.0219197
Louisiana,2015,5.782872417
Maine,1976,0
Maine,1977,0
Maine,1978,1.7960254
Maine,1979,1.781642
Maine,1980,2.6674728
Maine,1981,0
Maine,1982,0
Maine,1983,0.8735379
Maine,1984,0.8653214
Maine,1985,1.7197791
Maine,1986,4.2730293
Maine,1987,0
Maine,1988,3.3227007
Maine,1989,3.278796
Maine,1990,2.4364493
Maine,1991,6.4754257
Maine,1992,5.6645761
Maine,1993,8.0758486
Maine,1994,2.4238703
Maine,1995,0.80812001
Maine,1996,4.833097
Maine,1997,3.2123096
Maine,1998,0
Maine,1999,0
Maine,2000,3.9152122
Maine,2001,1.5555849
Maine,2002,0
Maine,2003,3.8269894
Maine,2004,1.5224292
Maine,2005,2.2748125
Maine,2006,3.0220153
Maine,2007,3.0142272
Maine,2008,6.012732
Maine,2009,3.7605577
Maine,2010,0.75280797
Maine,2011,3.0116174
Maine,2012,1.5046757
Maine,2013,1.5056839
Maine,2014,2.2554865
Maine,2015,3.008756233
Maryland,1976,0.48186502
Maryland,1977,1.1991558
Maryland,1978,4.7805719
Maryland,1979,2.6245718
Maryland,1980,2.6085019
Maryland,1981,0.70391142
Maryland,1982,0.46697113
Maryland,1983,2.3183944
Maryland,1984,1.8326598
Maryland,1985,3.1723948
Maryland,1986,1.1143402
Maryland,1987,5.9138417
Maryland,1988,6.6553597
Maryland,1989,5.7115054
Maryland,1990,0.41688988
Maryland,1991,2.8829246
Maryland,1992,3.0596385
Maryland,1993,4.2488618
Maryland,1994,3.4099503
Maryland,1995,0
Maryland,1996,2.1751425
Maryland,1997,0.58905417
Maryland,1998,0.97464556
Maryland,1999,1.3535384
Maryland,2000,1.5062991
Maryland,2001,1.4884579
Maryland,2002,1.1028621
Maryland,2003,2.1832988
Maryland,2004,5.0478282
Maryland,2005,3.0398507
Maryland,2006,6.3973045
Maryland,2007,3.7145722
Maryland,2008,6.8602066
Maryland,2009,5.5842624
Maryland,2010,3.6372769
Maryland,2011,9.9514608
Maryland,2012,4.4183421
Maryland,2013,7.927392
Maryland,2014,2.0078943
Maryland,2015,5.170990477
Massachusetts,1976,0.52231413
Massachusetts,1977,0.87135339
Massachusetts,1978,1.2202626
Massachusetts,1979,0.87132299
Massachusetts,1980,1.0458355
Massachusetts,1981,1.2134471
Massachusetts,1982,1.9060094
Massachusetts,1983,1.3794507
Massachusetts,1984,2.9105752
Massachusetts,1985,1.5304222
Massachusetts,1986,5.9295101
Massachusetts,1987,2.0218358
Massachusetts,1988,8.1940069
Massachusetts,1989,2.4935665
Massachusetts,1990,2.492249
Massachusetts,1991,0.16670418
Massachusetts,1992,0.83199453
Massachusetts,1993,1.4972849
Massachusetts,1994,1.9896044
Massachusetts,1995,4.453733
Massachusetts,1996,5.7514801
Massachusetts,1997,1.9622335
Massachusetts,1998,4.394238
Massachusetts,1999,3.4007161
Massachusetts,2000,0.94323307
Massachusetts,2001,2.3446183
Massachusetts,2002,1.2466477
Massachusetts,2003,3.4254253
Massachusetts,2004,2.6511631
Massachusetts,2005,2.3425457
Massachusetts,2006,4.3681202
Massachusetts,2007,4.5090151
Massachusetts,2008,2.9370983
Massachusetts,2009,4.2960534
Massachusetts,2010,4.1236296
Massachusetts,2011,2.884233
Massachusetts,2012,1.9560226
Massachusetts,2013,3.2871046
Massachusetts,2014,1.7789875
Massachusetts,2015,2.358407132
Michigan,1976,0.21907701
Michigan,1977,0.54519027
Michigan,1978,0.21697246
Michigan,1979,0.75542802
Michigan,1980,0.32390133
Michigan,1981,1.303032
Michigan,1982,2.1941373
Michigan,1983,2.2104943
Michigan,1984,2.6520948
Michigan,1985,1.4323033
Michigan,1986,5.2586718
Michigan,1987,2.7210944
Michigan,1988,1.5187676
Michigan,1989,1.5129753
Michigan,1990,4.1888371
Michigan,1991,1.7030299
Michigan,1992,1.6894889
Michigan,1993,2.0988033
Michigan,1994,1.6693655
Michigan,1995,1.2422527
Michigan,1996,1.8482049
Michigan,1997,1.328503
Michigan,1998,1.4256285
Michigan,1999,2.6359062
Michigan,2000,1.1052555
Michigan,2001,2.7023997
Michigan,2002,2.3962379
Michigan,2003,2.3901525
Michigan,2004,2.9835012
Michigan,2005,2.1888151
Michigan,2006,2.4910076
Michigan,2007,1.199844
Michigan,2008,3.3176198
Michigan,2009,1.8178898
Michigan,2010,3.0353191
Michigan,2011,2.4300869
Michigan,2012,1.7200629
Michigan,2013,1.9200414
Michigan,2014,1.2109127
Michigan,2015,0.604978062
Minnesota,1976,0.25222716
Minnesota,1977,0
Minnesota,1978,0
Minnesota,1979,0.49378815
Minnesota,1980,0
Minnesota,1981,0
Minnesota,1982,0
Minnesota,1983,1.4487644
Minnesota,1984,0.72155106
Minnesota,1985,0.47797719
Minnesota,1986,1.902402
Minnesota,1987,2.8334365
Minnesota,1988,2.0948892
Minnesota,1989,4.8408737
Minnesota,1990,2.0513849
Minnesota,1991,0.67759401
Minnesota,1992,0.78110754
Minnesota,1993,0.88462108
Minnesota,1994,1.0950432
Minnesota,1995,1.0856726
Minnesota,1996,1.5061148
Minnesota,1997,0.21332286
Minnesota,1998,2.962079
Minnesota,1999,1.6752137
Minnesota,2000,0.81075221
Minnesota,2001,1.605523
Minnesota,2002,1.5939621
Minnesota,2003,0.59363973
Minnesota,2004,1.7689687
Minnesota,2005,0.58598328
Minnesota,2006,1.161989
Minnesota,2007,0.57612538
Minnesota,2008,1.3340906
Minnesota,2009,2.4615617
Minnesota,2010,1.1312388
Minnesota,2011,1.4967651
Minnesota,2012,0
Minnesota,2013,1.1069335
Minnesota,2014,1.099471
Minnesota,2015,0.729602813
Mississippi,1976,0.41156328
Mississippi,1977,0.8132726
Mississippi,1978,3.2156668
Mississippi,1979,0.79774398
Mississippi,1980,3.1737971
Mississippi,1981,5.9077449
Mississippi,1982,4.3022866
Mississippi,1983,0
Mississippi,1984,7.7578015
Mississippi,1985,3.4774544
Mississippi,1986,5.3979025
Mississippi,1987,13.134817
Mississippi,1988,11.238786
Mississippi,1989,9.3230314
Mississippi,1990,4.6558003
Mississippi,1991,2.7014198
Mississippi,1992,5.7467079
Mississippi,1993,9.4856138
Mississippi,1994,7.133605
Mississippi,1995,5.5745711
Mississippi,1996,5.5351982
Mississippi,1997,2.5623848
Mississippi,1998,2.9076846
Mississippi,1999,21.310255
Mississippi,2000,8.0748501
Mississippi,2001,8.4122276
Mississippi,2002,6.9962358
Mississippi,2003,9.413208
Mississippi,2004,4.8459506
Mississippi,2005,1.7206136
Mississippi,2006,2.4096551
Mississippi,2007,8.5372305
Mississippi,2008,5.766993
Mississippi,2009,5.069674
Mississippi,2010,8.0881605
Mississippi,2011,5.707552
Mississippi,2012,3.015146
Mississippi,2013,6.0176315
Mississippi,2014,3.0059316
Mississippi,2015,3.67968047
Missouri,1976,1.0332649
Missouri,1977,0.41125438
Missouri,1978,0.20452407
Missouri,1979,0.20356524
Missouri,1980,0.40677774
Missouri,1981,0.40551007
Missouri,1982,1.0143119
Missouri,1983,2.0227642
Missouri,1984,1.8089434
Missouri,1985,2.5998597
Missouri,1986,2.9862216
Missouri,1987,3.7573912
Missouri,1988,2.9517448
Missouri,1989,4.1210165
Missouri,1990,2.7309773
Missouri,1991,3.2959981
Missouri,1992,1.3477893
Missouri,1993,2.481977
Missouri,1994,4.9231143
Missouri,1995,4.6951795
Missouri,1996,3.9121518
Missouri,1997,4.6235418
Missouri,1998,2.9424963
Missouri,1999,4.754642
Missouri,2000,2.1400712
Missouri,2001,1.7726914
Missouri,2002,2.2908175
Missouri,2003,1.7514975
Missouri,2004,1.7398143
Missouri,2005,3.626755
Missouri,2006,3.423075
Missouri,2007,3.3969641
Missouri,2008,5.2330213
Missouri,2009,4.0261092
Missouri,2010,4.1743684
Missouri,2011,2.3291836
Missouri,2012,3.4872193
Missouri,2013,1.6544869
Missouri,2014,3.1334572
Missouri,2015,0.987458617
Montana,1976,1.320451
Montana,1977,0
Montana,1978,0
Montana,1979,0
Montana,1980,1.2711487
Montana,1981,0
Montana,1982,0
Montana,1983,4.9138179
Montana,1984,4.8726711
Montana,1985,0
Montana,1986,6.1444764
Montana,1987,7.4528327
Montana,1988,6.2484221
Montana,1989,5.0022759
Montana,1990,21.254677
Montana,1991,0
Montana,1992,1.2159001
Montana,1993,0
Montana,1994,3.509088
Montana,1995,0
Montana,1996,0
Montana,1997,1.1380371
Montana,1998,4.5478683
Montana,1999,5.6639318
Montana,2000,17.70356
Montana,2001,3.3077497
Montana,2002,14.259593
Montana,2003,2.1747878
Montana,2004,7.5268087
